year,hbr_name,age,sex,diagnosis,incidence,crude_rate,easr,fyear
2020,Lanarkshire,0-44,Male,Cerebrovascular Disease,42,24.0900278756037,26.7390427616707,2019/20
2020,Lanarkshire,0-44,Female,Cerebrovascular Disease,23,13.1737212898791,13.7150414155796,2019/20
2020,Lanarkshire,45-64,Male,Cerebrovascular Disease,230,250.076110120471,248.754524177579,2019/20
2020,Lanarkshire,45-64,Female,Cerebrovascular Disease,157,158.286872271568,155.876914036618,2019/20
2020,Lanarkshire,65-74,Male,Cerebrovascular Disease,219,670.955882352941,674.496210394275,2019/20
2020,Lanarkshire,65-74,Female,Cerebrovascular Disease,190,522.595373655692,523.215128876471,2019/20
2020,Lanarkshire,over 75,Male,Cerebrovascular Disease,297,1385.39042821159,1449.8153300416,2019/20
2020,Lanarkshire,over 75,Female,Cerebrovascular Disease,463,1475.93241950909,1462.71017420151,2019/20
2021,Scotland,0-44,Male,Cerebrovascular Disease,236,16.091300402078,17.6791054936906,2020/21
2021,Scotland,0-44,Female,Cerebrovascular Disease,190,13.1184757159753,13.4864428470686,2020/21
2021,Scotland,45-64,Male,Cerebrovascular Disease,1783,246.686405268546,240.659340249651,2020/21
2021,Scotland,45-64,Female,Cerebrovascular Disease,1198,155.147182615227,151.516962473031,2020/21
2021,Scotland,65-74,Male,Cerebrovascular Disease,1710,609.758271852346,608.151839805551,2020/21
2021,Scotland,65-74,Female,Cerebrovascular Disease,1236,404.154023229047,401.876635141109,2020/21
2021,Scotland,over 75,Male,Cerebrovascular Disease,2866,1467.02019840092,1533.93144095605,2020/21
2021,Scotland,over 75,Female,Cerebrovascular Disease,3845,1400.95826273888,1366.1489064808,2020/21
2021,Ayrshire and Arran,0-44,Male,Cerebrovascular Disease,18,20.671834625323,24.8887210272051,2020/21
2021,Ayrshire and Arran,0-44,Female,Cerebrovascular Disease,11,12.4757573351782,12.9156165949277,2020/21
2021,Ayrshire and Arran,45-64,Male,Cerebrovascular Disease,181,355.801930372904,340.353388647442,2020/21
2021,Ayrshire and Arran,45-64,Female,Cerebrovascular Disease,102,179.416369105205,174.376862667319,2020/21
2021,Ayrshire and Arran,65-74,Male,Cerebrovascular Disease,168,746.666666666667,746.883341373391,2020/21
2021,Ayrshire and Arran,65-74,Female,Cerebrovascular Disease,135,542.691751085383,536.055583333523,2020/21
2021,Ayrshire and Arran,over 75,Male,Cerebrovascular Disease,244,1529.30115951112,1636.53831560192,2020/21
2021,Ayrshire and Arran,over 75,Female,Cerebrovascular Disease,351,1618.18265640127,1609.33386091691,2020/21
2021,Borders,0-44,Male,Cerebrovascular Disease,5,19.7005516154452,22.3410927206016,2020/21
2021,Borders,0-44,Female,Cerebrovascular Disease,1,3.90015600624025,4.25433638430028,2020/21
2021,Borders,45-64,Male,Cerebrovascular Disease,39,228.618324638021,214.872237410629,2020/21
2021,Borders,45-64,Female,Cerebrovascular Disease,24,132.765392487692,130.513185990567,2020/21
2021,Borders,65-74,Male,Cerebrovascular Disease,35,437.226733291693,432.403973813121,2020/21
2021,Borders,65-74,Female,Cerebrovascular Disease,30,366.2109375,355.207167809459,2020/21
2021,Borders,over 75,Male,Cerebrovascular Disease,82,1462.19686162625,1548.95066214233,2020/21
2021,Borders,over 75,Female,Cerebrovascular Disease,108,1483.7202912488,1494.5426525355,2020/21
2021,Dumfries and Galloway,0-44,Male,Cerebrovascular Disease,2,6.09718919578074,7.71834650965345,2020/21
2021,Dumfries and Galloway,0-44,Female,Cerebrovascular Disease,3,9.20188945463468,9.93506385732291,2020/21
2021,Dumfries and Galloway,45-64,Male,Cerebrovascular Disease,38,180.771609343038,165.994417202845,2020/21
2021,Dumfries and Galloway,45-64,Female,Cerebrovascular Disease,31,135.92318147937,128.232974348822,2020/21
2021,Dumfries and Galloway,65-74,Male,Cerebrovascular Disease,63,602.236879839404,595.753964526191,2020/21
2021,Dumfries and Galloway,65-74,Female,Cerebrovascular Disease,44,408.163265306122,410.202668351933,2020/21
2021,Dumfries and Galloway,over 75,Male,Cerebrovascular Disease,98,1241.92117602332,1277.8932618699,2020/21
2021,Dumfries and Galloway,over 75,Female,Cerebrovascular Disease,142,1430.58633890792,1423.49762505893,2020/21
2021,Forth Valley,0-44,Male,Cerebrovascular Disease,14,17.6549219400237,19.2144294291503,2020/21
2021,Forth Valley,0-44,Female,Cerebrovascular Disease,8,10.1180011888651,10.4932547763299,2020/21
2021,Forth Valley,45-64,Male,Cerebrovascular Disease,92,215.421359496101,213.208292081985,2020/21
2021,Forth Valley,45-64,Female,Cerebrovascular Disease,91,201.724634789741,200.85003811183,2020/21
2021,Forth Valley,65-74,Male,Cerebrovascular Disease,109,679.170041747149,669.43264875934,2020/21
2021,Forth Valley,65-74,Female,Cerebrovascular Disease,65,373.005853322621,371.160591226052,2020/21
2021,Forth Valley,over 75,Male,Cerebrovascular Disease,153,1382.48847926267,1452.06398607556,2020/21
2021,Forth Valley,over 75,Female,Cerebrovascular Disease,199,1308.78000657678,1295.31442546155,2020/21
2021,Grampian,0-44,Male,Cerebrovascular Disease,18,11.0920765599773,11.8001290855352,2020/21
2021,Grampian,0-44,Female,Cerebrovascular Disease,18,11.6008533072099,11.8293367834201,2020/21
2021,Grampian,45-64,Male,Cerebrovascular Disease,136,173.504796897326,169.829972176563,2020/21
2021,Grampian,45-64,Female,Cerebrovascular Disease,103,128.848246788176,126.773946847356,2020/21
2021,Grampian,65-74,Male,Cerebrovascular Disease,141,467.02659733033,465.423234663187,2020/21
2021,Grampian,65-74,Female,Cerebrovascular Disease,93,293.551339919826,293.126887473314,2020/21
2021,Grampian,over 75,Male,Cerebrovascular Disease,275,1361.58835470614,1457.48958226298,2020/21
2021,Grampian,over 75,Female,Cerebrovascular Disease,362,1305.96341859374,1258.51974366562,2020/21
2021,Highland,0-44,Male,Cerebrovascular Disease,12,15.575313128691,17.0451790988837,2020/21
2021,Highland,0-44,Female,Cerebrovascular Disease,11,15.1452567809445,15.8820944339824,2020/21
2021,Highland,45-64,Male,Cerebrovascular Disease,97,211.98942238346,203.062724585524,2020/21
2021,Highland,45-64,Female,Cerebrovascular Disease,70,142.609758582052,134.980039574572,2020/21
2021,Highland,65-74,Male,Cerebrovascular Disease,141,681.126515627264,677.176285756579,2020/21
2021,Highland,65-74,Female,Cerebrovascular Disease,69,317.21221037146,316.20089600231597,2020/21
2021,Highland,over 75,Male,Cerebrovascular Disease,218,1488.05460750853,1553.46340210986,2020/21
2021,Highland,over 75,Female,Cerebrovascular Disease,276,1434.51143451143,1423.38788958179,2020/21
2021,Lothian,0-44,Male,Cerebrovascular Disease,28,10.6002385053664,11.4122887974774,2020/21
2021,Lothian,0-44,Female,Cerebrovascular Disease,25,9.3562874251497,9.19531170379465,2020/21
2021,Lothian,45-64,Male,Cerebrovascular Disease,234,206.602449210231,205.998987205388,2020/21
2021,Lothian,45-64,Female,Cerebrovascular Disease,145,123.677925622654,122.679551395803,2020/21
2021,Lothian,65-74,Male,Cerebrovascular Disease,192,484.872973382494,482.849898130088,2020/21
2021,Lothian,65-74,Female,Cerebrovascular Disease,159,361.50330809631,357.377910241577,2020/21
2021,Lothian,over 75,Male,Cerebrovascular Disease,396,1431.98090692124,1492.85264138146,2020/21
2021,Lothian,over 75,Female,Cerebrovascular Disease,503,1276.3581922911,1230.85096192092,2020/21
2021,Orkney,0-44,Male,Cerebrovascular Disease,1,19.0005700171005,18.691051299747,2020/21
2021,Orkney,0-44,Female,Cerebrovascular Disease,0,0,0,2020/21
2021,Orkney,45-64,Male,Cerebrovascular Disease,7,212.314225053079,201.973338378388,2020/21
2021,Orkney,45-64,Female,Cerebrovascular Disease,3,89.179548156956,91.1642204947066,2020/21
2021,Orkney,65-74,Male,Cerebrovascular Disease,8,550.964187327824,551.058361587801,2020/21
2021,Orkney,65-74,Female,Cerebrovascular Disease,8,543.478260869565,533.977355815036,2020/21
2021,Orkney,over 75,Male,Cerebrovascular Disease,23,2005.2310374891,1962.10101451326,2020/21
2021,Orkney,over 75,Female,Cerebrovascular Disease,19,1384.83965014577,1367.6467566376,2020/21
2021,Shetland,0-44,Male,Cerebrovascular Disease,0,0,0,2020/21
2021,Shetland,0-44,Female,Cerebrovascular Disease,0,0,0,2020/21
2021,Shetland,45-64,Male,Cerebrovascular Disease,8,242.865816636308,240.095446644355,2020/21
2021,Shetland,45-64,Female,Cerebrovascular Disease,2,62.7155848228285,63.2827570213072,2020/21
2021,Shetland,65-74,Male,Cerebrovascular Disease,9,654.06976744186,650.945265042734,2020/21
2021,Shetland,65-74,Female,Cerebrovascular Disease,4,306.044376434583,310.74425013819,2020/21
2021,Shetland,over 75,Male,Cerebrovascular Disease,12,1279.31769722814,1334.75702906526,2020/21
2021,Shetland,over 75,Female,Cerebrovascular Disease,11,927.487352445194,929.702439297141,2020/21
2021,Western Isles,0-44,Male,Cerebrovascular Disease,2,34.3760742523204,38.3980639294273,2020/21
2021,Western Isles,0-44,Female,Cerebrovascular Disease,1,17.5654312313367,19.8059021588433,2020/21
2021,Western Isles,45-64,Male,Cerebrovascular Disease,8,197.482103184399,184.661750192838,2020/21
2021,Western Isles,45-64,Female,Cerebrovascular Disease,3,75.6620428751576,70.2337986946603,2020/21
2021,Western Isles,65-74,Male,Cerebrovascular Disease,6,320.684126135756,324.941213369974,2020/21
2021,Western Isles,65-74,Female,Cerebrovascular Disease,2,106.157112526539,102.627257799672,2020/21
2021,Western Isles,over 75,Male,Cerebrovascular Disease,17,1277.23516153268,1328.84794115814,2020/21
2021,Western Isles,over 75,Female,Cerebrovascular Disease,33,1748.80763116057,1609.61259740105,2020/21
2021,Fife,0-44,Male,Cerebrovascular Disease,16,16.7250300527884,19.2792598441098,2020/21
2021,Fife,0-44,Female,Cerebrovascular Disease,19,19.7964095564562,20.7927945718984,2020/21
2021,Fife,45-64,Male,Cerebrovascular Disease,126,249.228578210301,243.398671107104,2020/21
2021,Fife,45-64,Female,Cerebrovascular Disease,85,158.101296430631,154.961710904097,2020/21
2021,Fife,65-74,Male,Cerebrovascular Disease,134,644.478645632936,642.658090951718,2020/21
2021,Fife,65-74,Female,Cerebrovascular Disease,107,469.854652439292,464.745111057893,2020/21
2021,Fife,over 75,Male,Cerebrovascular Disease,212,1438.65363735071,1503.63080836814,2020/21
2021,Fife,over 75,Female,Cerebrovascular Disease,312,1570.36440507348,1539.60370599294,2020/21
2021,Tayside,0-44,Male,Cerebrovascular Disease,28,25.8777645308269,28.5973516032704,2020/21
2021,Tayside,0-44,Female,Cerebrovascular Disease,15,14.1369398237595,14.8493429347444,2020/21
2021,Tayside,45-64,Male,Cerebrovascular Disease,148,274.292492169691,266.795293575623,2020/21
2021,Tayside,45-64,Female,Cerebrovascular Disease,102,176.199277928449,167.945518319936,2020/21
2021,Tayside,65-74,Male,Cerebrovascular Disease,144,616.728767827316,613.46948139401,2020/21
2021,Tayside,65-74,Female,Cerebrovascular Disease,101,399.604352126607,397.323947422866,2020/21
2021,Tayside,over 75,Male,Cerebrovascular Disease,291,1654.53718444394,1703.24564583702,2020/21
2021,Tayside,over 75,Female,Cerebrovascular Disease,375,1550.48375093029,1483.00203694512,2020/21
2021,Greater Glasgow and Clyde,0-44,Male,Cerebrovascular Disease,64,18.6196984772578,20.7211517848113,2020/21
2021,Greater Glasgow and Clyde,0-44,Female,Cerebrovascular Disease,48,14.31323318046,15.0305612499474,2020/21
2021,Greater Glasgow and Clyde,45-64,Male,Cerebrovascular Disease,403,274.476417503831,267.338629066379,2020/21
2021,Greater Glasgow and Clyde,45-64,Female,Cerebrovascular Disease,277,170.960216261588,166.63600401174,2020/21
2021,Greater Glasgow and Clyde,65-74,Male,Cerebrovascular Disease,330,646.323788632536,647.832085663371,2020/21
2021,Greater Glasgow and Clyde,65-74,Female,Cerebrovascular Disease,256,447.044442504147,446.614314185852,2020/21
2021,Greater Glasgow and Clyde,over 75,Male,Cerebrovascular Disease,525,1503.65172561936,1558.6651326001,2020/21
2021,Greater Glasgow and Clyde,over 75,Female,Cerebrovascular Disease,748,1383.26398520573,1325.4701928136,2020/21
2021,Lanarkshire,0-44,Male,Cerebrovascular Disease,28,16.0979676315865,17.4936447500708,2020/21
2021,Lanarkshire,0-44,Female,Cerebrovascular Disease,30,17.2285074369724,17.7621839094914,2020/21
2021,Lanarkshire,45-64,Male,Cerebrovascular Disease,266,289.949858295182,286.540087499618,2020/21
2021,Lanarkshire,45-64,Female,Cerebrovascular Disease,160,161.838485191779,159.067110295685,2020/21
2021,Lanarkshire,65-74,Male,Cerebrovascular Disease,230,696.210194938855,697.18647179415,2020/21
2021,Lanarkshire,65-74,Female,Cerebrovascular Disease,163,438.667312557188,438.749411324441,2020/21
2021,Lanarkshire,over 75,Male,Cerebrovascular Disease,320,1475.67442932903,1521.48706934162,2020/21
2021,Lanarkshire,over 75,Female,Cerebrovascular Disease,406,1292.49968165032,1286.53925320672,2020/21
2022,Scotland,0-44,Male,Cerebrovascular Disease,279,19.0037019756358,20.2191114806638,2021/22
2022,Scotland,0-44,Female,Cerebrovascular Disease,203,14.0214770348237,14.4809352923435,2021/22
2022,Scotland,45-64,Male,Cerebrovascular Disease,1759,244.412146408295,236.44337810343,2021/22
2022,Scotland,45-64,Female,Cerebrovascular Disease,1249,162.115365395573,156.511020356057,2021/22
2022,Scotland,65-74,Male,Cerebrovascular Disease,1712,601.628473332607,600.357270434865,2021/22
2022,Scotland,65-74,Female,Cerebrovascular Disease,1386,445.63480452837,443.171757637925,2021/22
2022,Scotland,over 75,Male,Cerebrovascular Disease,2854,1425.71685483065,1479.53564014106,2021/22
2022,Scotland,over 75,Female,Cerebrovascular Disease,3856,1386.53664289849,1349.980813334,2021/22
2022,Ayrshire and Arran,0-44,Male,Cerebrovascular Disease,19,21.7974898469587,24.8100473625561,2021/22
2022,Ayrshire and Arran,0-44,Female,Cerebrovascular Disease,23,26.1046227882007,27.5485960729913,2021/22
2022,Ayrshire and Arran,45-64,Male,Cerebrovascular Disease,189,374.762055837563,355.389736343012,2021/22
2022,Ayrshire and Arran,45-64,Female,Cerebrovascular Disease,134,236.102546031187,224.393413461965,2021/22
2022,Ayrshire and Arran,65-74,Male,Cerebrovascular Disease,174,762.355415352261,757.227206502569,2021/22
2022,Ayrshire and Arran,65-74,Female,Cerebrovascular Disease,138,548.598688133572,545.859890874519,2021/22
2022,Ayrshire and Arran,over 75,Male,Cerebrovascular Disease,281,1728.80521717731,1836.45050224936,2021/22
2022,Ayrshire and Arran,over 75,Female,Cerebrovascular Disease,371,1686.5936264036,1672.8838997271,2021/22
2022,Borders,0-44,Male,Cerebrovascular Disease,6,23.4622453368787,23.8741280069028,2021/22
2022,Borders,0-44,Female,Cerebrovascular Disease,2,7.77846919726198,8.37196602160454,2021/22
2022,Borders,45-64,Male,Cerebrovascular Disease,41,240.723344293095,226.851397536471,2021/22
2022,Borders,45-64,Female,Cerebrovascular Disease,34,188.386524822695,178.411810211013,2021/22
2022,Borders,65-74,Male,Cerebrovascular Disease,34,420.012353304509,417.444499612437,2021/22
2022,Borders,65-74,Female,Cerebrovascular Disease,37,444.551243541992,437.072056344957,2021/22
2022,Borders,over 75,Male,Cerebrovascular Disease,90,1542.68083647583,1673.51774128108,2021/22
2022,Borders,over 75,Female,Cerebrovascular Disease,115,1553.42428745103,1560.15420790135,2021/22
2022,Dumfries and Galloway,0-44,Male,Cerebrovascular Disease,3,9.12159080543647,10.5571952207429,2021/22
2022,Dumfries and Galloway,0-44,Female,Cerebrovascular Disease,2,6.11938928494936,6.76844260568084,2021/22
2022,Dumfries and Galloway,45-64,Male,Cerebrovascular Disease,45,214.817643689135,191.981143286444,2021/22
2022,Dumfries and Galloway,45-64,Female,Cerebrovascular Disease,40,176.14937466972,169.238344235913,2021/22
2022,Dumfries and Galloway,65-74,Male,Cerebrovascular Disease,56,535.833891493637,526.185387963154,2021/22
2022,Dumfries and Galloway,65-74,Female,Cerebrovascular Disease,45,411.259367574484,408.264943446547,2021/22
2022,Dumfries and Galloway,over 75,Male,Cerebrovascular Disease,90,1115.51809618245,1139.84647803379,2021/22
2022,Dumfries and Galloway,over 75,Female,Cerebrovascular Disease,135,1336.50133650134,1324.18952924334,2021/22
2022,Forth Valley,0-44,Male,Cerebrovascular Disease,19,24.100053273802,26.2275789437105,2021/22
2022,Forth Valley,0-44,Female,Cerebrovascular Disease,14,17.8071737471381,18.7264988043781,2021/22
2022,Forth Valley,45-64,Male,Cerebrovascular Disease,99,232.268962766581,227.839722149202,2021/22
2022,Forth Valley,45-64,Female,Cerebrovascular Disease,77,171.09210087768,167.377454612462,2021/22
2022,Forth Valley,65-74,Male,Cerebrovascular Disease,96,595.644350685611,591.974772107375,2021/22
2022,Forth Valley,65-74,Female,Cerebrovascular Disease,80,452.898550724638,448.348521254138,2021/22
2022,Forth Valley,over 75,Male,Cerebrovascular Disease,133,1171.29018053721,1205.26392763237,2021/22
2022,Forth Valley,over 75,Female,Cerebrovascular Disease,229,1478.56404958678,1466.73946490662,2021/22
2022,Grampian,0-44,Male,Cerebrovascular Disease,26,16.1113417649355,16.116590601619,2021/22
2022,Grampian,0-44,Female,Cerebrovascular Disease,12,7.77302759424796,7.91401178559413,2021/22
2022,Grampian,45-64,Male,Cerebrovascular Disease,116,148.180320120588,145.77092209254,2021/22
2022,Grampian,45-64,Female,Cerebrovascular Disease,84,105.002625065627,101.973545860917,2021/22
2022,Grampian,65-74,Male,Cerebrovascular Disease,150,486.633791850506,485.066878434423,2021/22
2022,Grampian,65-74,Female,Cerebrovascular Disease,112,346.020761245675,345.215580811509,2021/22
2022,Grampian,over 75,Male,Cerebrovascular Disease,261,1246.53739612188,1311.72153868706,2021/22
2022,Grampian,over 75,Female,Cerebrovascular Disease,385,1357.45010930118,1311.69885077261,2021/22
2022,Highland,0-44,Male,Cerebrovascular Disease,14,17.9957838449278,19.4208956923492,2021/22
2022,Highland,0-44,Female,Cerebrovascular Disease,7,9.54016409082236,9.8014137773167,2021/22
2022,Highland,45-64,Male,Cerebrovascular Disease,84,183.098284543453,172.841948713199,2021/22
2022,Highland,45-64,Female,Cerebrovascular Disease,72,146.246343841404,140.57656825112,2021/22
2022,Highland,65-74,Male,Cerebrovascular Disease,108,514.408192426768,512.092573717757,2021/22
2022,Highland,65-74,Female,Cerebrovascular Disease,100,451.997830410414,452.282825452123,2021/22
2022,Highland,over 75,Male,Cerebrovascular Disease,200,1318.82624464227,1377.38173548276,2021/22
2022,Highland,over 75,Female,Cerebrovascular Disease,239,1212.15195009383,1178.99519982701,2021/22
2022,Lothian,0-44,Male,Cerebrovascular Disease,43,16.2644678114835,16.7615618652887,2021/22
2022,Lothian,0-44,Female,Cerebrovascular Disease,28,10.4648251066104,10.6090204320261,2021/22
2022,Lothian,45-64,Male,Cerebrovascular Disease,228,201.397415399836,200.572851743388,2021/22
2022,Lothian,45-64,Female,Cerebrovascular Disease,131,111.398346882547,109.67021293292,2021/22
2022,Lothian,65-74,Male,Cerebrovascular Disease,203,502.948317724592,502.09221552343,2021/22
2022,Lothian,65-74,Female,Cerebrovascular Disease,172,386.005071927108,382.072747186341,2021/22
2022,Lothian,over 75,Male,Cerebrovascular Disease,394,1385.42142832026,1427.02129332333,2021/22
2022,Lothian,over 75,Female,Cerebrovascular Disease,458,1139.24680364161,1105.23149072556,2021/22
2022,Orkney,0-44,Male,Cerebrovascular Disease,0,0,0,2021/22
2022,Orkney,0-44,Female,Cerebrovascular Disease,0,0,0,2021/22
2022,Orkney,45-64,Male,Cerebrovascular Disease,10,302.755071147442,279.607458751938,2021/22
2022,Orkney,45-64,Female,Cerebrovascular Disease,3,89.3655049151028,87.0320582492234,2021/22
2022,Orkney,65-74,Male,Cerebrovascular Disease,5,343.406593406593,342.233121488441,2021/22
2022,Orkney,65-74,Female,Cerebrovascular Disease,6,399.733510992672,392.286376156943,2021/22
2022,Orkney,over 75,Male,Cerebrovascular Disease,19,1603.37552742616,1702.62725088783,2021/22
2022,Orkney,over 75,Female,Cerebrovascular Disease,18,1287.55364806867,1257.4911014235,2021/22
2022,Shetland,0-44,Male,Cerebrovascular Disease,0,0,0,2021/22
2022,Shetland,0-44,Female,Cerebrovascular Disease,1,17.9115171054988,20.3500203500203,2021/22
2022,Shetland,45-64,Male,Cerebrovascular Disease,4,121.396054628225,117.798380321754,2021/22
2022,Shetland,45-64,Female,Cerebrovascular Disease,4,126.182965299685,118.049467931649,2021/22
2022,Shetland,65-74,Male,Cerebrovascular Disease,6,427.655024946543,416.56747241432,2021/22
2022,Shetland,65-74,Female,Cerebrovascular Disease,7,523.560209424084,523.510887411515,2021/22
2022,Shetland,over 75,Male,Cerebrovascular Disease,9,933.609958506224,971.454072658415,2021/22
2022,Shetland,over 75,Female,Cerebrovascular Disease,13,1065.5737704918,1074.04710742395,2021/22
2022,Western Isles,0-44,Male,Cerebrovascular Disease,2,34.3347639484979,38.00986727816,2021/22
2022,Western Isles,0-44,Female,Cerebrovascular Disease,1,17.6522506619594,16.0830805992096,2021/22
2022,Western Isles,45-64,Male,Cerebrovascular Disease,6,146.8788249694,143.087715736432,2021/22
2022,Western Isles,45-64,Female,Cerebrovascular Disease,8,200.350613573754,189.566138499978,2021/22
2022,Western Isles,65-74,Male,Cerebrovascular Disease,14,741.918388977213,734.952850535926,2021/22
2022,Western Isles,65-74,Female,Cerebrovascular Disease,6,317.628374801482,311.074858735342,2021/22
2022,Western Isles,over 75,Male,Cerebrovascular Disease,29,2083.33333333333,2115.18058046909,2021/22
2022,Western Isles,over 75,Female,Cerebrovascular Disease,21,1102.94117647059,1030.14196951744,2021/22
2022,Fife,0-44,Male,Cerebrovascular Disease,33,34.5394220403379,37.7349701185721,2021/22
2022,Fife,0-44,Female,Cerebrovascular Disease,15,15.6641604010025,16.3015082562433,2021/22
2022,Fife,45-64,Male,Cerebrovascular Disease,112,222.226631480783,213.534283827645,2021/22
2022,Fife,45-64,Female,Cerebrovascular Disease,101,188.387144908884,179.327298123108,2021/22
2022,Fife,65-74,Male,Cerebrovascular Disease,128,610.687022900763,608.846427615789,2021/22
2022,Fife,65-74,Female,Cerebrovascular Disease,96,416.124837451235,410.126122957686,2021/22
2022,Fife,over 75,Male,Cerebrovascular Disease,241,1588.66183256427,1646.02808280874,2021/22
2022,Fife,over 75,Female,Cerebrovascular Disease,311,1538.46153846154,1519.00915640561,2021/22
2022,Tayside,0-44,Male,Cerebrovascular Disease,19,17.5982957439911,19.426353104979,2021/22
2022,Tayside,0-44,Female,Cerebrovascular Disease,21,19.773080363448,20.372104270822,2021/22
2022,Tayside,45-64,Male,Cerebrovascular Disease,126,233.718536105804,218.199848184607,2021/22
2022,Tayside,45-64,Female,Cerebrovascular Disease,90,155.537121526338,148.362331324854,2021/22
2022,Tayside,65-74,Male,Cerebrovascular Disease,145,615.241004752206,610.327748172621,2021/22
2022,Tayside,65-74,Female,Cerebrovascular Disease,121,473.062788333724,466.794892450266,2021/22
2022,Tayside,over 75,Male,Cerebrovascular Disease,285,1581.0495950294,1600.80085990828,2021/22
2022,Tayside,over 75,Female,Cerebrovascular Disease,341,1389.96453756165,1319.8038551761,2021/22
2022,Greater Glasgow and Clyde,0-44,Male,Cerebrovascular Disease,54,15.6615254325771,16.8729585472897,2021/22
2022,Greater Glasgow and Clyde,0-44,Female,Cerebrovascular Disease,59,17.6347338500211,18.6525806024035,2021/22
2022,Greater Glasgow and Clyde,45-64,Male,Cerebrovascular Disease,443,305.536205695526,296.299849336025,2021/22
2022,Greater Glasgow and Clyde,45-64,Female,Cerebrovascular Disease,281,174.832788925183,168.225039177936,2021/22
2022,Greater Glasgow and Clyde,65-74,Male,Cerebrovascular Disease,378,726.113181451458,727.17368992231,2021/22
2022,Greater Glasgow and Clyde,65-74,Female,Cerebrovascular Disease,286,487.488920706348,487.513849082413,2021/22
2022,Greater Glasgow and Clyde,over 75,Male,Cerebrovascular Disease,515,1458.13867889804,1495.25757728493,2021/22
2022,Greater Glasgow and Clyde,over 75,Female,Cerebrovascular Disease,769,1426.23984569161,1364.12380687632,2021/22
2022,Lanarkshire,0-44,Male,Cerebrovascular Disease,41,23.4606119214241,25.4989179090229,2021/22
2022,Lanarkshire,0-44,Female,Cerebrovascular Disease,18,10.3163686382393,10.6531309365433,2021/22
2022,Lanarkshire,45-64,Male,Cerebrovascular Disease,256,280.400446888212,272.32138722113,2021/22
2022,Lanarkshire,45-64,Female,Cerebrovascular Disease,190,193.138500635324,188.408657336537,2021/22
2022,Lanarkshire,65-74,Male,Cerebrovascular Disease,215,640.624534429844,641.157971877197,2021/22
2022,Lanarkshire,65-74,Female,Cerebrovascular Disease,180,475.699674938555,476.297840709922,2021/22
2022,Lanarkshire,over 75,Male,Cerebrovascular Disease,307,1390.96552036609,1472.7771948044,2021/22
2022,Lanarkshire,over 75,Female,Cerebrovascular Disease,451,1425.18565334176,1406.81961481051,2021/22
2013,Scotland,0-44,Male,Stroke,143,9.77751704398994,10.2951860891252,2012/13
2013,Scotland,0-44,Female,Stroke,120,8.17200434750631,8.26528650298254,2012/13
2013,Scotland,45-64,Male,Stroke,1039,145.971864941604,148.115426704205,2012/13
2013,Scotland,45-64,Female,Stroke,607,81.4643724223639,82.3036696048299,2012/13
2013,Scotland,65-74,Male,Stroke,997,417.191468706455,426.085860780108,2012/13
2013,Scotland,65-74,Female,Stroke,809,301.518025858246,306.303024987289,2012/13
2013,Scotland,over 75,Male,Stroke,1847,1126.28132031636,1202.68371239971,2012/13
2013,Scotland,over 75,Female,Stroke,2999,1178.56497237309,1153.13715148665,2012/13
2013,Ayrshire and Arran,0-44,Male,Stroke,11,11.6997628138993,12.5890528940169,2012/13
2013,Ayrshire and Arran,0-44,Female,Stroke,8,8.28440357472014,7.68016251032131,2012/13
2013,Ayrshire and Arran,45-64,Male,Stroke,76,146.410063765436,146.447220293832,2012/13
2013,Ayrshire and Arran,45-64,Female,Stroke,41,73.0291047700474,72.8606462715858,2012/13
2013,Ayrshire and Arran,65-74,Male,Stroke,91,461.062978162841,469.943493199307,2012/13
2013,Ayrshire and Arran,65-74,Female,Stroke,72,327.168628163766,331.479411165982,2012/13
2013,Ayrshire and Arran,over 75,Male,Stroke,132,1014.68214313168,1143.70102844026,2012/13
2013,Ayrshire and Arran,over 75,Female,Stroke,217,1094.30156328795,1071.27078032339,2012/13
2013,Borders,0-44,Male,Stroke,2,7.46909661276469,9.40033764956949,2012/13
2013,Borders,0-44,Female,Stroke,1,3.66824401159165,2.98616976801727,2012/13
2013,Borders,45-64,Male,Stroke,26,151.798225128445,151.570887121139,2012/13
2013,Borders,45-64,Female,Stroke,15,85.1450303683942,84.3551748824715,2012/13
2013,Borders,65-74,Male,Stroke,17,254.94901019796,268.41932921026,2012/13
2013,Borders,65-74,Female,Stroke,16,222.376650451703,230.999753194676,2012/13
2013,Borders,over 75,Male,Stroke,66,1431.67028199566,1493.32519906555,2012/13
2013,Borders,over 75,Female,Stroke,66,1021.0396039604,988.285388043355,2012/13
2013,Dumfries and Galloway,0-44,Male,Stroke,2,5.64907920009039,6.36259243335477,2012/13
2013,Dumfries and Galloway,0-44,Female,Stroke,1,2.79548250027955,3.3461442857416,2012/13
2013,Dumfries and Galloway,45-64,Male,Stroke,23,103.673653369394,101.471916918719,2012/13
2013,Dumfries and Galloway,45-64,Female,Stroke,14,60.5169879830552,60.0775469779025,2012/13
2013,Dumfries and Galloway,65-74,Male,Stroke,27,297.029702970297,297.317334440204,2012/13
2013,Dumfries and Galloway,65-74,Female,Stroke,33,337.630448127686,351.810051628374,2012/13
2013,Dumfries and Galloway,over 75,Male,Stroke,78,1193.93846624828,1346.47276472573,2012/13
2013,Dumfries and Galloway,over 75,Female,Stroke,118,1318.730442557,1288.59732881009,2012/13
