year,hbr,age,sex,diagnosis,number_of_deaths,crude_rate,easr
2012,S08000028,45-64,Female,Stroke,0,0,0
2012,S08000028,45-64,Female,Subarachnoid Haemorrhage,0,0,0
2012,S08000028,65-74,All,Cerebrovascular Disease,0,0,274.3452
2012,S08000028,65-74,All,Stroke,0,0,212.8183
2012,S08000028,65-74,All,Subarachnoid Haemorrhage,0,0,28.68617
2012,S08000028,65-74,Male,Cerebrovascular Disease,0,0,369.1614
2012,S08000028,65-74,Male,Stroke,0,0,246.1076
2012,S08000028,65-74,Male,Subarachnoid Haemorrhage,0,0,57.37235
2012,S08000028,65-74,Female,Cerebrovascular Disease,0,0,179.5291
2012,S08000028,65-74,Female,Stroke,0,0,179.5291
2012,S08000028,65-74,Female,Subarachnoid Haemorrhage,0,0,0
2012,S08000028,under 75,All,Cerebrovascular Disease,0,0,41.32336
2012,S08000028,under 75,All,Stroke,0,0,31.19404
2012,S08000028,under 75,All,Subarachnoid Haemorrhage,0,0,3.309943
2012,S08000028,under 75,Male,Cerebrovascular Disease,0,0,61.93182
2012,S08000028,under 75,Male,Stroke,0,0,41.67319
2012,S08000028,under 75,Male,Subarachnoid Haemorrhage,0,0,6.619886
2012,S08000028,under 75,Female,Cerebrovascular Disease,0,0,20.71489
2012,S08000028,under 75,Female,Stroke,0,0,20.71489
2012,S08000028,under 75,Female,Subarachnoid Haemorrhage,0,0,0
2012,S08000028,over 75,All,Cerebrovascular Disease,0,0,878.8876
2012,S08000028,over 75,All,Stroke,0,0,435.9985
2012,S08000028,over 75,All,Subarachnoid Haemorrhage,0,0,41.45937
2012,S08000028,over 75,Male,Cerebrovascular Disease,0,0,868.0548
2012,S08000028,over 75,Male,Stroke,0,0,258.242
2012,S08000028,over 75,Male,Subarachnoid Haemorrhage,0,0,82.91874
2012,S08000028,over 75,Female,Cerebrovascular Disease,0,0,889.7205
2012,S08000028,over 75,Female,Stroke,0,0,613.755
2012,S08000028,over 75,Female,Subarachnoid Haemorrhage,0,0,0
2012,S08000030,All,All,Cerebrovascular Disease,397,96.42007,96.8813
2012,S08000030,All,All,Stroke,229,55.61762,56.02645
2012,S08000030,All,All,Subarachnoid Haemorrhage,22,5.343178,5.441945
2012,S08000030,All,Male,Cerebrovascular Disease,149,74.65005,96.16749
2012,S08000030,All,Male,Stroke,83,41.58358,54.840089999999996
2012,S08000030,All,Male,Subarachnoid Haemorrhage,9,4.509063,4.80521
2012,S08000030,All,Female,Cerebrovascular Disease,248,116.9028,97.59511
2012,S08000030,All,Female,Stroke,146,68.82183,57.21281
2012,S08000030,All,Female,Subarachnoid Haemorrhage,13,6.127971,6.07868
2012,S08000030,0-44,All,Cerebrovascular Disease,6,2.743472,3.100881
2012,S08000030,0-44,All,Stroke,1,0.457245,0.609105
2012,S08000030,0-44,All,Subarachnoid Haemorrhage,3,1.371736,1.42815
2012,S08000030,0-44,Male,Cerebrovascular Disease,3,2.743284,3.474631
2012,S08000030,0-44,Male,Stroke,1,0.914428,1.218209
2012,S08000030,0-44,Male,Subarachnoid Haemorrhage,1,0.914428,1.038213
2012,S08000030,0-44,Female,Cerebrovascular Disease,3,2.74366,2.727131
2012,S08000030,0-44,Female,Stroke,0,0,0
2012,S08000030,0-44,Female,Subarachnoid Haemorrhage,2,1.829107,1.818087
2012,S08000030,45-64,All,Cerebrovascular Disease,29,25.73774,25.94266
2012,S08000030,45-64,All,Stroke,10,8.875083,8.926453
2012,S08000030,45-64,All,Subarachnoid Haemorrhage,12,10.6501,10.66641
2012,S08000030,45-64,Male,Cerebrovascular Disease,14,25.39913,26.14914
2012,S08000030,45-64,Male,Stroke,4,7.256894,7.461564
2012,S08000030,45-64,Male,Subarachnoid Haemorrhage,5,9.071118,9.435666
2012,S08000030,45-64,Female,Cerebrovascular Disease,15,26.06203,25.73618
2012,S08000030,45-64,Female,Stroke,6,10.42481,10.39134
2012,S08000030,45-64,Female,Subarachnoid Haemorrhage,7,12.16228,11.89714
2012,S08000030,65-74,All,Cerebrovascular Disease,45,105.6735,110.5653
2012,S08000030,65-74,All,Stroke,27,63.4041,67.67005
2012,S08000030,65-74,All,Subarachnoid Haemorrhage,4,9.393199,9.824755
2012,S08000030,65-74,Male,Cerebrovascular Disease,21,104.5504,110.8771
2012,S08000030,65-74,Male,Stroke,15,74.67888,79.71868
2012,S08000030,65-74,Male,Subarachnoid Haemorrhage,1,4.978592,5.496831
2012,S08000030,65-74,Female,Cerebrovascular Disease,24,106.6761,110.2535
2012,S08000030,65-74,Female,Stroke,12,53.33807,55.62141
2012,S08000030,65-74,Female,Subarachnoid Haemorrhage,3,13.33452,14.15268
2012,S08000030,under 75,All,Cerebrovascular Disease,80,21.39266,22.15235
2012,S08000030,under 75,All,Stroke,38,10.16151,10.76899
2012,S08000030,under 75,All,Subarachnoid Haemorrhage,19,5.080757,5.08725
2012,S08000030,under 75,Male,Cerebrovascular Disease,38,20.58906,22.47024
2012,S08000030,under 75,Male,Stroke,20,10.83635,12.09408
2012,S08000030,under 75,Male,Subarachnoid Haemorrhage,7,3.792722,3.998081
2012,S08000030,under 75,Female,Cerebrovascular Disease,42,22.17576,21.83446
2012,S08000030,under 75,Female,Stroke,18,9.503897,9.443906
2012,S08000030,under 75,Female,Subarachnoid Haemorrhage,12,6.335931,6.17642
2012,S08000030,over 75,All,Cerebrovascular Disease,317,839.0683,852.474
2012,S08000030,over 75,All,Stroke,191,505.5585,513.6296
2012,S08000030,over 75,All,Subarachnoid Haemorrhage,3,7.940709,9.0283
2012,S08000030,over 75,Male,Cerebrovascular Disease,111,738.3265,841.3285
2012,S08000030,over 75,Male,Stroke,63,419.0502,487.0498
2012,S08000030,over 75,Male,Subarachnoid Haemorrhage,2,13.30318,12.96618
2012,S08000030,over 75,Female,Cerebrovascular Disease,206,905.6537,863.6195
2012,S08000030,over 75,Female,Stroke,128,562.7363,540.2095
2012,S08000030,over 75,Female,Subarachnoid Haemorrhage,1,4.396377,5.090419
2012,S08000031,All,All,Cerebrovascular Disease,974,85.63993,104.7611
2012,S08000031,All,All,Stroke,478,42.02863,50.39236
2012,S08000031,All,All,Subarachnoid Haemorrhage,44,3.868744,3.949149
2012,S08000031,All,Male,Cerebrovascular Disease,358,65.44862,105.9167
2012,S08000031,All,Male,Stroke,165,30.16486,48.07376
2012,S08000031,All,Male,Subarachnoid Haemorrhage,12,2.193808,2.285792
2012,S08000031,All,Female,Cerebrovascular Disease,616,104.3491,103.6054
2012,S08000031,All,Female,Stroke,313,53.02155,52.71096
2012,S08000031,All,Female,Subarachnoid Haemorrhage,32,5.420734,5.612506
2012,S08000031,0-44,All,Cerebrovascular Disease,13,1.987628,2.117607
2012,S08000031,0-44,All,Stroke,8,1.223156,1.320313
2012,S08000031,0-44,All,Subarachnoid Haemorrhage,4,0.611578,0.645804
2012,S08000031,0-44,Male,Cerebrovascular Disease,8,2.457078,2.763807
2012,S08000031,0-44,Male,Stroke,5,1.535674,1.731689
2012,S08000031,0-44,Male,Subarachnoid Haemorrhage,3,0.921404,1.032117
2012,S08000031,0-44,Female,Cerebrovascular Disease,5,1.522274,1.471407
2012,S08000031,0-44,Female,Stroke,3,0.913364,0.908937
2012,S08000031,0-44,Female,Subarachnoid Haemorrhage,1,0.304455,0.25949
2012,S08000031,45-64,All,Cerebrovascular Disease,67,22.26446,23.22874
2012,S08000031,45-64,All,Stroke,27,8.972246,9.435451
2012,S08000031,45-64,All,Subarachnoid Haemorrhage,17,5.649192,5.748151
2012,S08000031,45-64,Male,Cerebrovascular Disease,38,26.169,27.3496
2012,S08000031,45-64,Male,Stroke,16,11.01852,11.49891
2012,S08000031,45-64,Male,Subarachnoid Haemorrhage,8,5.509262,5.540205
2012,S08000031,45-64,Female,Cerebrovascular Disease,29,18.62341,19.10787
2012,S08000031,45-64,Female,Stroke,11,7.064052,7.371993
2012,S08000031,45-64,Female,Subarachnoid Haemorrhage,9,5.779679,5.956097
2012,S08000031,65-74,All,Cerebrovascular Disease,116,119.8446,123.794
2012,S08000031,65-74,All,Stroke,63,65.08802,67.33125
2012,S08000031,65-74,All,Subarachnoid Haemorrhage,8,8.265146,7.985562
2012,S08000031,65-74,Male,Cerebrovascular Disease,58,130.0682,135.059
2012,S08000031,65-74,Male,Stroke,32,71.76175,74.34341
2012,S08000031,65-74,Male,Subarachnoid Haemorrhage,1,2.242555,2.478997
2012,S08000031,65-74,Female,Cerebrovascular Disease,58,111.1111,112.5291
2012,S08000031,65-74,Female,Stroke,31,59.38697,60.31908
2012,S08000031,65-74,Female,Subarachnoid Haemorrhage,7,13.40996,13.49213
2012,S08000031,under 75,All,Cerebrovascular Disease,196,18.63532,22.30494
2012,S08000031,under 75,All,Stroke,98,9.317662,11.30016
2012,S08000031,under 75,All,Subarachnoid Haemorrhage,29,2.757267,2.978547
2012,S08000031,under 75,Male,Cerebrovascular Disease,104,20.17882,25.18823
2012,S08000031,under 75,Male,Stroke,53,10.28343,12.95427
2012,S08000031,under 75,Male,Subarachnoid Haemorrhage,12,2.328325,2.51186
2012,S08000031,under 75,Female,Cerebrovascular Disease,92,17.15221,19.42165
2012,S08000031,under 75,Female,Stroke,45,8.389668,9.646052
2012,S08000031,under 75,Female,Subarachnoid Haemorrhage,17,3.16943,3.445235
2012,S08000031,over 75,All,Cerebrovascular Disease,778,909.3672,938.4841
2012,S08000031,over 75,All,Stroke,380,444.1639,445.658
2012,S08000031,over 75,All,Subarachnoid Haemorrhage,15,17.53279,13.76301
2012,S08000031,over 75,Male,Cerebrovascular Disease,254,803.7466,922.1712
2012,S08000031,over 75,Male,Stroke,112,354.4079,403.1709
2012,S08000031,over 75,Male,Subarachnoid Haemorrhage,0,0,0
2012,S08000031,over 75,Female,Cerebrovascular Disease,524,971.2337,954.797
2012,S08000031,over 75,Female,Stroke,268,496.7378,488.145
2012,S08000031,over 75,Female,Subarachnoid Haemorrhage,15,27.80249,27.52602
2012,S08000032,All,All,Cerebrovascular Disease,507,77.73451,97.54059
2012,S08000032,All,All,Stroke,294,45.07681,55.55052
2012,S08000032,All,All,Subarachnoid Haemorrhage,30,4.599675,4.956135
2012,S08000032,All,Male,Cerebrovascular Disease,193,61.35574,94.05346
2012,S08000032,All,Male,Stroke,105,33.38007,49.91988
2012,S08000032,All,Male,Subarachnoid Haemorrhage,15,4.768581,5.598031
2012,S08000032,All,Female,Cerebrovascular Disease,314,92.992679999999993,101.0277
2012,S08000032,All,Female,Stroke,189,55.9733,61.18116
2012,S08000032,All,Female,Subarachnoid Haemorrhage,15,4.442325,4.314238
2012,S08000032,0-44,All,Cerebrovascular Disease,8,2.207895,2.349862
2012,S08000032,0-44,All,Stroke,2,0.551974,0.631377
2012,S08000032,0-44,All,Subarachnoid Haemorrhage,3,0.827961,0.837897
2012,S08000032,0-44,Male,Cerebrovascular Disease,4,2.219091,2.465425
2012,S08000032,0-44,Male,Stroke,1,0.554773,0.644026
2012,S08000032,0-44,Male,Subarachnoid Haemorrhage,2,1.109545,1.177372
2012,S08000032,0-44,Female,Cerebrovascular Disease,4,2.196812,2.2343
2012,S08000032,0-44,Female,Stroke,1,0.549203,0.618728
2012,S08000032,0-44,Female,Subarachnoid Haemorrhage,1,0.549203,0.498422
2012,S08000032,45-64,All,Cerebrovascular Disease,47,25.74454,26.67416
2012,S08000032,45-64,All,Stroke,25,13.6939,14.30812
2012,S08000032,45-64,All,Subarachnoid Haemorrhage,12,6.573073,6.573576
2012,S08000032,45-64,Male,Cerebrovascular Disease,28,31.69716,32.76918
2012,S08000032,45-64,Male,Stroke,17,19.2447,19.92565
2012,S08000032,45-64,Male,Subarachnoid Haemorrhage,4,4.528165,4.606184
2012,S08000032,45-64,Female,Cerebrovascular Disease,19,20.16407,20.57914
2012,S08000032,45-64,Female,Stroke,8,8.490136,8.690585
2012,S08000032,45-64,Female,Subarachnoid Haemorrhage,8,8.490136,8.540968
2012,S08000032,65-74,All,Cerebrovascular Disease,82,135.1017,138.4125
2012,S08000032,65-74,All,Stroke,52,85.67427,87.45937
2012,S08000032,65-74,All,Subarachnoid Haemorrhage,8,13.18066,14.27498
2012,S08000032,65-74,Male,Cerebrovascular Disease,43,152.9052,154.1008
2012,S08000032,65-74,Male,Stroke,24,85.34244,86.61368
2012,S08000032,65-74,Male,Subarachnoid Haemorrhage,7,24.89154,25.623
2012,S08000032,65-74,Female,Cerebrovascular Disease,39,119.7311,122.7242
2012,S08000032,65-74,Female,Stroke,28,85.96077,88.30506
2012,S08000032,65-74,Female,Subarachnoid Haemorrhage,1,3.070027,2.926964
2012,S08000032,under 75,All,Cerebrovascular Disease,137,22.62242,25.13285
2012,S08000032,under 75,All,Stroke,79,13.04504,14.63278
2012,S08000032,under 75,All,Subarachnoid Haemorrhage,23,3.797924,4.05861
2012,S08000032,under 75,Male,Cerebrovascular Disease,75,25.27704,28.78654
2012,S08000032,under 75,Male,Stroke,42,14.15514,16.17858
2012,S08000032,under 75,Male,Subarachnoid Haemorrhage,13,4.381353,4.996521
2012,S08000032,under 75,Female,Cerebrovascular Disease,62,20.07239,21.47916
2012,S08000032,under 75,Female,Stroke,37,11.97868,13.08698
2012,S08000032,under 75,Female,Subarachnoid Haemorrhage,10,3.237482,3.120699
2012,S08000032,over 75,All,Cerebrovascular Disease,370,793.5487,829.6633
2012,S08000032,over 75,All,Stroke,215,461.1161,469.2743
2012,S08000032,over 75,All,Subarachnoid Haemorrhage,7,15.01308,14.03111
2012,S08000032,over 75,Male,Cerebrovascular Disease,118,661.1755,753.9745
2012,S08000032,over 75,Male,Stroke,63,353.0005,391.0819
2012,S08000032,over 75,Male,Subarachnoid Haemorrhage,2,11.20637,11.67996
2012,S08000032,over 75,Female,Cerebrovascular Disease,252,875.6385,905.352
2012,S08000032,over 75,Female,Stroke,152,528.1629,547.4668
2012,S08000032,over 75,Female,Subarachnoid Haemorrhage,5,17.37378,16.38225
2013,S92000003,All,All,Cerebrovascular Disease,4452,83.56326,96.64498
2013,S92000003,All,All,Stroke,2483,46.60548,52.8313
2013,S92000003,All,All,Subarachnoid Haemorrhage,175,3.284719,3.395363
2013,S92000003,All,Male,Cerebrovascular Disease,1776,68.65944,99.64922
2013,S92000003,All,Male,Stroke,958,37.03589,52.3204
2013,S92000003,All,Male,Subarachnoid Haemorrhage,56,2.164937,2.390837
2013,S92000003,All,Female,Cerebrovascular Disease,2676,97.62789,93.64074
2013,S92000003,All,Female,Stroke,1525,55.63622,53.3422
2013,S92000003,All,Female,Subarachnoid Haemorrhage,119,4.34145,4.399889
2013,S92000003,0-44,All,Cerebrovascular Disease,43,1.474209,1.542934
2013,S92000003,0-44,All,Stroke,20,0.685679,0.72786
2013,S92000003,0-44,All,Subarachnoid Haemorrhage,17,0.582827,0.598002
2013,S92000003,0-44,Male,Cerebrovascular Disease,23,1.578442,1.708489
2013,S92000003,0-44,Male,Stroke,13,0.892163,0.96241
2013,S92000003,0-44,Male,Subarachnoid Haemorrhage,8,0.549023,0.577993
2013,S92000003,0-44,Female,Cerebrovascular Disease,20,1.370159,1.377379
2013,S92000003,0-44,Female,Stroke,7,0.479556,0.49331
2013,S92000003,0-44,Female,Subarachnoid Haemorrhage,9,0.616571,0.61801
2013,S92000003,45-64,All,Cerebrovascular Disease,301,20.56033,21.04505
2013,S92000003,45-64,All,Stroke,167,11.40723,11.68837
2013,S92000003,45-64,All,Subarachnoid Haemorrhage,72,4.918087,4.960079
2013,S92000003,45-64,Male,Cerebrovascular Disease,164,22.96018,23.38298
2013,S92000003,45-64,Male,Stroke,91,12.7401,12.97495
2013,S92000003,45-64,Male,Subarachnoid Haemorrhage,29,4.060032,4.099547
2013,S92000003,45-64,Female,Cerebrovascular Disease,137,18.27388,18.70713
2013,S92000003,45-64,Female,Stroke,76,10.13733,10.4018
2013,S92000003,45-64,Female,Subarachnoid Haemorrhage,43,5.735597,5.820612
2013,S92000003,65-74,All,Cerebrovascular Disease,582,111.4298,116.3526
2013,S92000003,65-74,All,Stroke,341,65.2879,68.23144
2013,S92000003,65-74,All,Subarachnoid Haemorrhage,45,8.615705,8.657749
2013,S92000003,65-74,Male,Cerebrovascular Disease,307,124.2955,129.6112
2013,S92000003,65-74,Male,Stroke,186,75.30608,78.28919
2013,S92000003,65-74,Male,Subarachnoid Haemorrhage,10,4.048714,4.318286
2013,S92000003,65-74,Female,Cerebrovascular Disease,275,99.8874,103.0941
2013,S92000003,65-74,Female,Stroke,155,56.30017,58.17369
2013,S92000003,65-74,Female,Subarachnoid Haemorrhage,35,12.71294,12.99721
2013,S92000003,under 75,All,Cerebrovascular Disease,926,18.886,20.4694
2013,S92000003,under 75,All,Stroke,528,10.76869,11.70853
2013,S92000003,under 75,All,Subarachnoid Haemorrhage,134,2.732963,2.798248
2013,S92000003,under 75,Male,Cerebrovascular Disease,494,20.42669,22.7783
2013,S92000003,under 75,Male,Stroke,290,11.99137,13.38289
2013,S92000003,under 75,Male,Subarachnoid Haemorrhage,47,1.94343,2.035072
2013,S92000003,under 75,Female,Cerebrovascular Disease,432,17.38641,18.1605
2013,S92000003,under 75,Female,Stroke,238,9.578625,10.03418
2013,S92000003,under 75,Female,Subarachnoid Haemorrhage,87,3.50143,3.561423
2013,S92000003,over 75,All,Cerebrovascular Disease,3526,830.4365,866.8648
2013,S92000003,over 75,All,Stroke,1955,460.4377,468.6282
2013,S92000003,over 75,All,Subarachnoid Haemorrhage,41,9.656238,9.432863
2013,S92000003,over 75,Male,Cerebrovascular Disease,1282,761.8482,876.8996
2013,S92000003,over 75,Male,Stroke,668,396.9692,446.0219
2013,S92000003,over 75,Male,Subarachnoid Haemorrhage,9,5.348388,5.98801
2013,S92000003,over 75,Female,Cerebrovascular Disease,2244,875.4647,856.8299
2013,S92000003,over 75,Female,Stroke,1287,502.1048,491.2344
2013,S92000003,over 75,Female,Subarachnoid Haemorrhage,32,12.48435,12.87772
2013,S08000015,All,All,Cerebrovascular Disease,363,97.51773,101.6963
2013,S08000015,All,All,Stroke,172,46.20675,46.81427
2013,S08000015,All,All,Subarachnoid Haemorrhage,11,2.955083,2.914784
2013,S08000015,All,Male,Cerebrovascular Disease,155,86.96091,110.8609
2013,S08000015,All,Male,Stroke,72,40.39475,49.30756
2013,S08000015,All,Male,Subarachnoid Haemorrhage,4,2.244153,2.524875
2013,S08000015,All,Female,Cerebrovascular Disease,208,107.217,92.53161
2013,S08000015,All,Female,Stroke,100,51.54666,44.32098
2013,S08000015,All,Female,Subarachnoid Haemorrhage,7,3.608266,3.304692
2013,S08000015,0-44,All,Cerebrovascular Disease,2,1.065666,1.214235
2013,S08000015,0-44,All,Stroke,1,0.532833,0.511407
2013,S08000015,0-44,All,Subarachnoid Haemorrhage,1,0.532833,0.702828
2013,S08000015,0-44,Male,Cerebrovascular Disease,2,2.159571,2.428471
2013,S08000015,0-44,Male,Stroke,1,1.079785,1.022814
2013,S08000015,0-44,Male,Subarachnoid Haemorrhage,1,1.079785,1.405656
2013,S08000015,0-44,Female,Cerebrovascular Disease,0,0,0
2013,S08000015,0-44,Female,Stroke,0,0,0
2013,S08000015,0-44,Female,Subarachnoid Haemorrhage,0,0,0
2013,S08000015,45-64,All,Cerebrovascular Disease,20,18.49831,18.52995
2013,S08000015,45-64,All,Stroke,8,7.399323,7.214911
2013,S08000015,45-64,All,Subarachnoid Haemorrhage,5,4.624577,4.552371
2013,S08000015,45-64,Male,Cerebrovascular Disease,10,19.29757,19.31791
2013,S08000015,45-64,Male,Stroke,2,3.859514,3.797459
2013,S08000015,45-64,Male,Subarachnoid Haemorrhage,2,3.859514,3.797459
2013,S08000015,45-64,Female,Cerebrovascular Disease,10,17.76262,17.74199
2013,S08000015,45-64,Female,Stroke,6,10.65757,10.63236
2013,S08000015,45-64,Female,Subarachnoid Haemorrhage,3,5.328786,5.307283
2013,S08000015,65-74,All,Cerebrovascular Disease,49,113.9032,115.5554
2013,S08000015,65-74,All,Stroke,25,58.11386,59.76019
2013,S08000015,65-74,All,Subarachnoid Haemorrhage,1,2.324554,2.397012
2013,S08000015,65-74,Male,Cerebrovascular Disease,23,113.011,113.2718
2013,S08000015,65-74,Male,Stroke,12,58.96226,59.92026
2013,S08000015,65-74,Male,Subarachnoid Haemorrhage,0,0,0
2013,S08000015,65-74,Female,Cerebrovascular Disease,26,114.7042,117.8391
2013,S08000015,65-74,Female,Stroke,13,57.3521,59.60011
2013,S08000015,65-74,Female,Subarachnoid Haemorrhage,1,4.4117,4.794025
2013,S08000015,under 75,All,Cerebrovascular Disease,71,20.95551,19.44994
2013,S08000015,under 75,All,Stroke,34,10.03503,9.299924
2013,S08000015,under 75,All,Subarachnoid Haemorrhage,7,2.066036,2.019332
2013,S08000015,under 75,Male,Cerebrovascular Disease,35,21.24006,20.13644
2013,S08000015,under 75,Male,Stroke,15,9.102881,8.626675
2013,S08000015,under 75,Male,Subarachnoid Haemorrhage,3,1.820576,1.939979
2013,S08000015,under 75,Female,Cerebrovascular Disease,36,20.68609,18.76344
2013,S08000015,under 75,Female,Stroke,19,10.91766,9.973174
2013,S08000015,under 75,Female,Subarachnoid Haemorrhage,4,2.298454,2.098684
2013,S08000015,over 75,All,Cerebrovascular Disease,292,873.5453,933.2981
2013,S08000015,over 75,All,Stroke,138,412.8399,426.126
2013,S08000015,over 75,All,Subarachnoid Haemorrhage,4,11.96637,11.9688
2013,S08000015,over 75,Male,Cerebrovascular Disease,120,891.663,1028.186
2013,S08000015,over 75,Male,Stroke,57,423.5399,460.6365
2013,S08000015,over 75,Male,Subarachnoid Haemorrhage,1,7.430525,8.438819
2013,S08000015,over 75,Female,Cerebrovascular Disease,172,861.3351,838.4097
2013,S08000015,over 75,Female,Stroke,81,405.6287,391.6154
2013,S08000015,over 75,Female,Subarachnoid Haemorrhage,3,15.02329,15.49877
2013,S08000016,All,All,Cerebrovascular Disease,98,86.0555,85.02644
2013,S08000016,All,All,Stroke,58,50.9308,50.21717
2013,S08000016,All,All,Subarachnoid Haemorrhage,6,5.268704,4.592179
2013,S08000016,All,Male,Cerebrovascular Disease,50,90.39793,105.1051
2013,S08000016,All,Male,Stroke,29,52.4308,60.64611
2013,S08000016,All,Male,Subarachnoid Haemorrhage,3,5.423876,4.86043
2013,S08000016,All,Female,Cerebrovascular Disease,48,81.95462,64.94781
2013,S08000016,All,Female,Stroke,29,49.51425,39.78824
2013,S08000016,All,Female,Subarachnoid Haemorrhage,3,5.122164,4.323928
2013,S08000016,0-44,All,Cerebrovascular Disease,2,3.746651,4.083101
2013,S08000016,0-44,All,Stroke,0,0,0
2013,S08000016,0-44,All,Subarachnoid Haemorrhage,1,1.873326,1.690527
2013,S08000016,0-44,Male,Cerebrovascular Disease,2,7.564869,8.166201
2013,S08000016,0-44,Male,Stroke,0,0,0
2013,S08000016,0-44,Male,Subarachnoid Haemorrhage,1,3.782434,3.381055
2013,S08000016,0-44,Female,Cerebrovascular Disease,0,0,0
2013,S08000016,0-44,Female,Stroke,0,0,0
2013,S08000016,0-44,Female,Subarachnoid Haemorrhage,0,0,0
2013,S08000016,45-64,All,Cerebrovascular Disease,6,17.24832,16.90875
2013,S08000016,45-64,All,Stroke,2,5.749439,5.4571
2013,S08000016,45-64,All,Subarachnoid Haemorrhage,3,8.624159,8.507482
2013,S08000016,45-64,Male,Cerebrovascular Disease,3,17.507,17.33989
2013,S08000016,45-64,Male,Stroke,0,0,0
2013,S08000016,45-64,Male,Subarachnoid Haemorrhage,2,11.67134,11.45155
2013,S08000016,45-64,Female,Cerebrovascular Disease,3,16.99717,16.47762
2013,S08000016,45-64,Female,Stroke,2,11.33144,10.9142
2013,S08000016,45-64,Female,Subarachnoid Haemorrhage,1,5.665722,5.563415
2013,S08000016,65-74,All,Cerebrovascular Disease,12,83.13704,86.3057
2013,S08000016,65-74,All,Stroke,7,48.49661,49.08513
2013,S08000016,65-74,All,Subarachnoid Haemorrhage,2,13.85617,13.56963
2013,S08000016,65-74,Male,Cerebrovascular Disease,4,57.27377,61.79912
2013,S08000016,65-74,Male,Stroke,2,28.63688,29.1945
2013,S08000016,65-74,Male,Subarachnoid Haemorrhage,0,0,0
2013,S08000016,65-74,Female,Cerebrovascular Disease,8,107.3826,110.8123
2013,S08000016,65-74,Female,Stroke,5,67.11409,68.97577
2013,S08000016,65-74,Female,Subarachnoid Haemorrhage,2,26.84564,27.13927
2013,S08000016,under 75,All,Cerebrovascular Disease,20,19.49299,17.30527
2013,S08000016,under 75,All,Stroke,9,8.771844,7.252825
2013,S08000016,under 75,All,Subarachnoid Haemorrhage,6,5.847896,5.046351
2013,S08000016,under 75,Male,Cerebrovascular Disease,9,17.80134,17.02607
2013,S08000016,under 75,Male,Stroke,2,3.955853,3.368596
2013,S08000016,under 75,Male,Subarachnoid Haemorrhage,3,5.933779,5.341132
2013,S08000016,under 75,Female,Cerebrovascular Disease,11,21.13637,17.58446
2013,S08000016,under 75,Female,Stroke,7,13.45042,11.13705
2013,S08000016,under 75,Female,Subarachnoid Haemorrhage,3,5.764464,4.751569
2013,S08000016,over 75,All,Cerebrovascular Disease,78,691.5507,769.7627
2013,S08000016,over 75,All,Stroke,49,434.4357,484.6345
2013,S08000016,over 75,All,Subarachnoid Haemorrhage,0,0,0
2013,S08000016,over 75,Male,Cerebrovascular Disease,41,862.6131,995.6816
2013,S08000016,over 75,Male,Stroke,27,568.0623,639.7854
2013,S08000016,over 75,Male,Subarachnoid Haemorrhage,0,0,0
2013,S08000016,over 75,Female,Cerebrovascular Disease,37,566.9629,543.8439
2013,S08000016,over 75,Female,Stroke,22,337.1131,329.4835
2013,S08000016,over 75,Female,Subarachnoid Haemorrhage,0,0,0
2013,S08000017,All,All,Cerebrovascular Disease,153,101.81,89.49815
2013,S08000017,All,All,Stroke,95,63.21533,55.03221
2013,S08000017,All,All,Subarachnoid Haemorrhage,7,4.657972,4.159526
2013,S08000017,All,Male,Cerebrovascular Disease,64,87.69526,91.37027
2013,S08000017,All,Male,Stroke,35,47.95834,50.96868
2013,S08000017,All,Male,Subarachnoid Haemorrhage,4,5.480954,4.947854
2013,S08000017,All,Female,Cerebrovascular Disease,89,115.1358,87.62604
2013,S08000017,All,Female,Stroke,60,77.61966,59.09573
2013,S08000017,All,Female,Subarachnoid Haemorrhage,3,3.880983,3.371197
2013,S08000017,0-44,All,Cerebrovascular Disease,1,1.427266,1.280672
2013,S08000017,0-44,All,Stroke,0,0,0
2013,S08000017,0-44,All,Subarachnoid Haemorrhage,1,1.427266,1.280672
2013,S08000017,0-44,Male,Cerebrovascular Disease,0,0,0
2013,S08000017,0-44,Male,Stroke,0,0,0
2013,S08000017,0-44,Male,Subarachnoid Haemorrhage,0,0,0
2013,S08000017,0-44,Female,Cerebrovascular Disease,1,2.843575,2.561344
2013,S08000017,0-44,Female,Stroke,0,0,0
2013,S08000017,0-44,Female,Subarachnoid Haemorrhage,1,2.843575,2.561344
2013,S08000017,45-64,All,Cerebrovascular Disease,9,19.92473,19.40126
2013,S08000017,45-64,All,Stroke,6,13.28315,12.68302
2013,S08000017,45-64,All,Subarachnoid Haemorrhage,2,4.427718,4.626833
2013,S08000017,45-64,Male,Cerebrovascular Disease,4,18.15706,17.61927
2013,S08000017,45-64,Male,Stroke,1,4.539265,4.182802
2013,S08000017,45-64,Male,Subarachnoid Haemorrhage,2,9.078529,9.253666
2013,S08000017,45-64,Female,Cerebrovascular Disease,5,21.60761,21.18324
2013,S08000017,45-64,Female,Stroke,5,21.60761,21.18324
2013,S08000017,45-64,Female,Subarachnoid Haemorrhage,0,0,0
2013,S08000017,65-74,All,Cerebrovascular Disease,21,108.2586,112.8587
2013,S08000017,65-74,All,Stroke,11,56.70688,57.16952
2013,S08000017,65-74,All,Subarachnoid Haemorrhage,4,20.62068,21.35097
