year,ca,age,sex,diagnosis,number_of_deaths,crude_rate,easr,ca_name,hb,hb_name
2012,S92000003,under 75,Female,Stroke,223,8.99,9.59,Scotland,S92000003,Scotland
2012,S92000003,under 75,Female,Subarachnoid Haemorrhage,88,3.55,3.57,Scotland,S92000003,Scotland
2012,S92000003,over 75,All,Cerebrovascular Disease,3583,856.25,880.23,Scotland,S92000003,Scotland
2012,S92000003,over 75,All,Stroke,1979,472.93,475.48,Scotland,S92000003,Scotland
2012,S92000003,over 75,All,Subarachnoid Haemorrhage,50,11.95,11.35,Scotland,S92000003,Scotland
2012,S92000003,over 75,Male,Cerebrovascular Disease,1223,745.77,852.25,Scotland,S92000003,Scotland
2012,S92000003,over 75,Male,Stroke,625,381.12,429.08,Scotland,S92000003,Scotland
2012,S92000003,over 75,Male,Subarachnoid Haemorrhage,15,9.15,9.17,Scotland,S92000003,Scotland
2012,S92000003,over 75,Female,Cerebrovascular Disease,2360,927.45,908.21,Scotland,S92000003,Scotland
2012,S92000003,over 75,Female,Stroke,1354,532.1,521.87,Scotland,S92000003,Scotland
2012,S92000003,over 75,Female,Subarachnoid Haemorrhage,35,13.75,13.53,Scotland,S92000003,Scotland
2012,S12000005,All,All,Cerebrovascular Disease,38,74.1,96.22,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,All,All,Stroke,31,60.45,81.88,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,All,All,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,All,Male,Cerebrovascular Disease,15,59.77,98.45,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,All,Male,Stroke,12,47.82,85.22,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,All,Male,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,All,Female,Cerebrovascular Disease,23,87.84,93.99,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,All,Female,Stroke,19,72.56,78.54,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,All,Female,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,0-44,All,Cerebrovascular Disease,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,0-44,All,Stroke,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,0-44,All,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,0-44,Male,Cerebrovascular Disease,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,0-44,Male,Stroke,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,0-44,Male,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,0-44,Female,Cerebrovascular Disease,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,0-44,Female,Stroke,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,0-44,Female,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,45-64,All,Cerebrovascular Disease,0,0,26.27,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,45-64,All,Stroke,0,0,19.77,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,45-64,All,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,45-64,Male,Cerebrovascular Disease,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,45-64,Male,Stroke,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,45-64,Male,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,45-64,Female,Cerebrovascular Disease,0,0,52.55,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,45-64,Female,Stroke,0,0,39.54,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,45-64,Female,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,65-74,All,Cerebrovascular Disease,0,0,113.38,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,65-74,All,Stroke,0,0,60.67,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,65-74,All,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,65-74,Male,Cerebrovascular Disease,0,0,194.2,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,65-74,Male,Stroke,0,0,121.34,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,65-74,Male,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,65-74,Female,Cerebrovascular Disease,0,0,32.55,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,65-74,Female,Stroke,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,65-74,Female,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,under 75,All,Cerebrovascular Disease,0,0,20.73,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,under 75,All,Stroke,0,0,12.76,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,under 75,All,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,under 75,Male,Cerebrovascular Disease,0,0,22.41,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,under 75,Male,Stroke,0,0,14,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,under 75,Male,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,under 75,Female,Cerebrovascular Disease,0,0,19.06,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,under 75,Female,Stroke,0,0,11.52,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,under 75,Female,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,over 75,All,Cerebrovascular Disease,0,0,859.49,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,over 75,All,Stroke,0,0,780.78,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,over 75,All,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,over 75,Male,Cerebrovascular Disease,0,0,867.29,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,over 75,Male,Stroke,0,0,805.28,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,over 75,Male,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,over 75,Female,Cerebrovascular Disease,0,0,851.69,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,over 75,Female,Stroke,0,0,756.27,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000005,over 75,Female,Subarachnoid Haemorrhage,0,0,0,Clackmannanshire,S08000019,NHS Forth Valley
2012,S12000006,All,All,Cerebrovascular Disease,175,116.02,106.27,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,All,All,Stroke,95,62.98,57.65,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,All,All,Subarachnoid Haemorrhage,6,3.98,3.38,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,All,Male,Cerebrovascular Disease,71,96.98,108.75,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,All,Male,Stroke,38,51.9,57.96,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,All,Male,Subarachnoid Haemorrhage,1,1.37,1.25,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,All,Female,Cerebrovascular Disease,104,133.97,103.8,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,All,Female,Stroke,57,73.43,57.33,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,All,Female,Subarachnoid Haemorrhage,5,6.44,5.51,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,0-44,All,Cerebrovascular Disease,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,0-44,All,Stroke,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,0-44,All,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,0-44,Male,Cerebrovascular Disease,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,0-44,Male,Stroke,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,0-44,Male,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,0-44,Female,Cerebrovascular Disease,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,0-44,Female,Stroke,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,0-44,Female,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,45-64,All,Cerebrovascular Disease,0,0,23.98,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,45-64,All,Stroke,0,0,10.99,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,45-64,All,Subarachnoid Haemorrhage,0,0,10.66,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,45-64,Male,Cerebrovascular Disease,0,0,26.88,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,45-64,Male,Stroke,0,0,17.48,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,45-64,Male,Subarachnoid Haemorrhage,0,0,4.73,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,45-64,Female,Cerebrovascular Disease,0,0,21.09,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,45-64,Female,Stroke,0,0,4.49,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,45-64,Female,Subarachnoid Haemorrhage,0,0,16.6,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,65-74,All,Cerebrovascular Disease,0,0,89.69,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,65-74,All,Stroke,0,0,43.57,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,65-74,All,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,65-74,Male,Cerebrovascular Disease,0,0,114.46,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,65-74,Male,Stroke,0,0,22.21,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,65-74,Male,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,65-74,Female,Cerebrovascular Disease,0,0,64.92,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,65-74,Female,Stroke,0,0,64.92,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,65-74,Female,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,under 75,All,Cerebrovascular Disease,0,0,17.33,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,under 75,All,Stroke,0,0,8.23,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,under 75,All,Subarachnoid Haemorrhage,0,0,3.1,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,under 75,Male,Cerebrovascular Disease,0,0,21.03,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,under 75,Male,Stroke,0,0,7.65,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,under 75,Male,Subarachnoid Haemorrhage,0,0,1.38,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,under 75,Female,Cerebrovascular Disease,0,0,13.63,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,under 75,Female,Stroke,0,0,8.8,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,under 75,Female,Subarachnoid Haemorrhage,0,0,4.83,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,over 75,All,Cerebrovascular Disease,0,0,1005.56,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,over 75,All,Stroke,0,0,557.34,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,over 75,All,Subarachnoid Haemorrhage,0,0,6.16,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,over 75,Male,Cerebrovascular Disease,0,0,995.66,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,over 75,Male,Stroke,0,0,566.64,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,over 75,Male,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,over 75,Female,Cerebrovascular Disease,0,0,1015.47,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,over 75,Female,Stroke,0,0,548.03,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000006,over 75,Female,Subarachnoid Haemorrhage,0,0,12.31,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2012,S12000008,All,All,Cerebrovascular Disease,94,76.59,85.61,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,All,All,Stroke,48,39.11,42.71,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,All,All,Subarachnoid Haemorrhage,2,1.63,2.21,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,All,Male,Cerebrovascular Disease,33,55.52,74.97,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,All,Male,Stroke,15,25.24,33.18,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,All,Male,Subarachnoid Haemorrhage,2,3.36,4.41,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,All,Female,Cerebrovascular Disease,61,96.38,96.24,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,All,Female,Stroke,33,52.14,52.24,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,All,Female,Subarachnoid Haemorrhage,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,0-44,All,Cerebrovascular Disease,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,0-44,All,Stroke,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,0-44,All,Subarachnoid Haemorrhage,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,0-44,Male,Cerebrovascular Disease,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,0-44,Male,Stroke,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,0-44,Male,Subarachnoid Haemorrhage,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,0-44,Female,Cerebrovascular Disease,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,0-44,Female,Stroke,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,0-44,Female,Subarachnoid Haemorrhage,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,45-64,All,Cerebrovascular Disease,0,0,23.28,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,45-64,All,Stroke,0,0,20.17,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,45-64,All,Subarachnoid Haemorrhage,0,0,3.11,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,45-64,Male,Cerebrovascular Disease,0,0,29.59,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,45-64,Male,Stroke,0,0,23.37,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,45-64,Male,Subarachnoid Haemorrhage,0,0,6.22,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,45-64,Female,Cerebrovascular Disease,0,0,16.97,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,45-64,Female,Stroke,0,0,16.97,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,45-64,Female,Subarachnoid Haemorrhage,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,65-74,All,Cerebrovascular Disease,0,0,95.88,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,65-74,All,Stroke,0,0,68.67,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,65-74,All,Subarachnoid Haemorrhage,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,65-74,Male,Cerebrovascular Disease,0,0,94.52,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,65-74,Male,Stroke,0,0,56.71,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,65-74,Male,Subarachnoid Haemorrhage,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,65-74,Female,Cerebrovascular Disease,0,0,97.23,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,65-74,Female,Stroke,0,0,80.63,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,65-74,Female,Subarachnoid Haemorrhage,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,under 75,All,Cerebrovascular Disease,0,0,17.84,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,under 75,All,Stroke,0,0,13.8,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,under 75,All,Subarachnoid Haemorrhage,0,0,0.91,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,under 75,Male,Cerebrovascular Disease,0,0,19.52,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,under 75,Male,Stroke,0,0,13.35,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,under 75,Male,Subarachnoid Haemorrhage,0,0,1.81,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,under 75,Female,Cerebrovascular Disease,0,0,16.16,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,under 75,Female,Stroke,0,0,14.25,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,under 75,Female,Subarachnoid Haemorrhage,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,over 75,All,Cerebrovascular Disease,0,0,770.81,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,over 75,All,Stroke,0,0,335.06,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,over 75,All,Subarachnoid Haemorrhage,0,0,15.38,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,over 75,Male,Cerebrovascular Disease,0,0,635.65,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,over 75,Male,Stroke,0,0,233.66,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,over 75,Male,Subarachnoid Haemorrhage,0,0,30.75,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,over 75,Female,Cerebrovascular Disease,0,0,905.97,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,over 75,Female,Stroke,0,0,436.45,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000008,over 75,Female,Subarachnoid Haemorrhage,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2012,S12000010,All,All,Cerebrovascular Disease,66,65.44,64.39,East Lothian,S08000024,NHS Lothian
2012,S12000010,All,All,Stroke,37,36.68,35.12,East Lothian,S08000024,NHS Lothian
2012,S12000010,All,All,Subarachnoid Haemorrhage,2,1.98,1.65,East Lothian,S08000024,NHS Lothian
2012,S12000010,All,Male,Cerebrovascular Disease,20,41.38,50.04,East Lothian,S08000024,NHS Lothian
2012,S12000010,All,Male,Stroke,11,22.76,25.31,East Lothian,S08000024,NHS Lothian
2012,S12000010,All,Male,Subarachnoid Haemorrhage,0,0,0,East Lothian,S08000024,NHS Lothian
2012,S12000010,All,Female,Cerebrovascular Disease,46,87.57,78.74,East Lothian,S08000024,NHS Lothian
2012,S12000010,All,Female,Stroke,26,49.5,44.94,East Lothian,S08000024,NHS Lothian
2012,S12000010,All,Female,Subarachnoid Haemorrhage,2,3.81,3.31,East Lothian,S08000024,NHS Lothian
2012,S12000010,0-44,All,Cerebrovascular Disease,0,0,1.57,East Lothian,S08000024,NHS Lothian
2012,S12000010,0-44,All,Stroke,0,0,0,East Lothian,S08000024,NHS Lothian
2012,S12000010,0-44,All,Subarachnoid Haemorrhage,0,0,1.57,East Lothian,S08000024,NHS Lothian
2012,S12000010,0-44,Male,Cerebrovascular Disease,0,0,0,East Lothian,S08000024,NHS Lothian
2012,S12000010,0-44,Male,Stroke,0,0,0,East Lothian,S08000024,NHS Lothian
2012,S12000010,0-44,Male,Subarachnoid Haemorrhage,0,0,0,East Lothian,S08000024,NHS Lothian
2012,S12000010,0-44,Female,Cerebrovascular Disease,0,0,3.13,East Lothian,S08000024,NHS Lothian
2012,S12000010,0-44,Female,Stroke,0,0,0,East Lothian,S08000024,NHS Lothian
2012,S12000010,0-44,Female,Subarachnoid Haemorrhage,0,0,3.13,East Lothian,S08000024,NHS Lothian
2012,S12000010,45-64,All,Cerebrovascular Disease,0,0,14.25,East Lothian,S08000024,NHS Lothian
2012,S12000010,45-64,All,Stroke,0,0,14.25,East Lothian,S08000024,NHS Lothian
2012,S12000010,45-64,All,Subarachnoid Haemorrhage,0,0,0,East Lothian,S08000024,NHS Lothian
2012,S12000010,45-64,Male,Cerebrovascular Disease,0,0,21.78,East Lothian,S08000024,NHS Lothian
2012,S12000010,45-64,Male,Stroke,0,0,21.78,East Lothian,S08000024,NHS Lothian
2012,S12000010,45-64,Male,Subarachnoid Haemorrhage,0,0,0,East Lothian,S08000024,NHS Lothian
2012,S12000010,45-64,Female,Cerebrovascular Disease,0,0,6.71,East Lothian,S08000024,NHS Lothian
2012,S12000010,45-64,Female,Stroke,0,0,6.71,East Lothian,S08000024,NHS Lothian
2012,S12000010,45-64,Female,Subarachnoid Haemorrhage,0,0,0,East Lothian,S08000024,NHS Lothian
2012,S12000010,65-74,All,Cerebrovascular Disease,0,0,56.83,East Lothian,S08000024,NHS Lothian
2012,S12000010,65-74,All,Stroke,0,0,23.41,East Lothian,S08000024,NHS Lothian
2012,S12000010,65-74,All,Subarachnoid Haemorrhage,0,0,0,East Lothian,S08000024,NHS Lothian
2012,S12000010,65-74,Male,Cerebrovascular Disease,0,0,93.65,East Lothian,S08000024,NHS Lothian
2012,S12000010,65-74,Male,Stroke,0,0,46.82,East Lothian,S08000024,NHS Lothian
2012,S12000010,65-74,Male,Subarachnoid Haemorrhage,0,0,0,East Lothian,S08000024,NHS Lothian
2012,S12000010,65-74,Female,Cerebrovascular Disease,0,0,20.01,East Lothian,S08000024,NHS Lothian
2012,S12000010,65-74,Female,Stroke,0,0,0,East Lothian,S08000024,NHS Lothian
2012,S12000010,65-74,Female,Subarachnoid Haemorrhage,0,0,0,East Lothian,S08000024,NHS Lothian
2012,S12000010,under 75,All,Cerebrovascular Disease,0,0,11.64,East Lothian,S08000024,NHS Lothian
2012,S12000010,under 75,All,Stroke,0,0,6.85,East Lothian,S08000024,NHS Lothian
2012,S12000010,under 75,All,Subarachnoid Haemorrhage,0,0,0.93,East Lothian,S08000024,NHS Lothian
2012,S12000010,under 75,Male,Cerebrovascular Disease,0,0,17.15,East Lothian,S08000024,NHS Lothian
2012,S12000010,under 75,Male,Stroke,0,0,11.75,East Lothian,S08000024,NHS Lothian
2012,S12000010,under 75,Male,Subarachnoid Haemorrhage,0,0,0,East Lothian,S08000024,NHS Lothian
2012,S12000010,under 75,Female,Cerebrovascular Disease,0,0,6.12,East Lothian,S08000024,NHS Lothian
2012,S12000010,under 75,Female,Stroke,0,0,1.95,East Lothian,S08000024,NHS Lothian
2012,S12000010,under 75,Female,Subarachnoid Haemorrhage,0,0,1.86,East Lothian,S08000024,NHS Lothian
2012,S12000010,over 75,All,Cerebrovascular Disease,0,0,597.77,East Lothian,S08000024,NHS Lothian
2012,S12000010,over 75,All,Stroke,0,0,321,East Lothian,S08000024,NHS Lothian
2012,S12000010,over 75,All,Subarachnoid Haemorrhage,0,0,8.96,East Lothian,S08000024,NHS Lothian
2012,S12000010,over 75,Male,Cerebrovascular Disease,0,0,382.56,East Lothian,S08000024,NHS Lothian
2012,S12000010,over 75,Male,Stroke,0,0,162.48,East Lothian,S08000024,NHS Lothian
2012,S12000010,over 75,Male,Subarachnoid Haemorrhage,0,0,0,East Lothian,S08000024,NHS Lothian
2012,S12000010,over 75,Female,Cerebrovascular Disease,0,0,812.98,East Lothian,S08000024,NHS Lothian
2012,S12000010,over 75,Female,Stroke,0,0,479.52,East Lothian,S08000024,NHS Lothian
2012,S12000010,over 75,Female,Subarachnoid Haemorrhage,0,0,17.92,East Lothian,S08000024,NHS Lothian
2012,S12000011,All,All,Cerebrovascular Disease,72,79.09,80.11,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2012,S12000011,All,All,Stroke,40,43.94,43.58,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2012,S12000011,All,All,Subarachnoid Haemorrhage,3,3.3,2.8,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2012,S12000011,All,Male,Cerebrovascular Disease,26,59.95,80.13,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2012,S12000011,All,Male,Stroke,14,32.28,41.17,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2012,S12000011,All,Male,Subarachnoid Haemorrhage,1,2.31,2.13,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2012,S12000011,All,Female,Cerebrovascular Disease,46,96.5,80.09,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2012,S12000011,All,Female,Stroke,26,54.54,46,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2012,S12000011,All,Female,Subarachnoid Haemorrhage,2,4.2,3.47,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2012,S12000011,0-44,All,Cerebrovascular Disease,0,0,0,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2012,S12000011,0-44,All,Stroke,0,0,0,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2012,S12000011,0-44,All,Subarachnoid Haemorrhage,0,0,0,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2012,S12000011,0-44,Male,Cerebrovascular Disease,0,0,0,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2012,S12000011,0-44,Male,Stroke,0,0,0,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2012,S12000011,0-44,Male,Subarachnoid Haemorrhage,0,0,0,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
